Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,Full-Time Equivalent (FTE) Teachers [District] 2009-10,Full-Time Equivalent (FTE) Teachers [Public School] 2009-10,Pupil/Teacher Ratio [District] 2009-10,Pupil/Teacher Ratio [Public School] 2009-10,Prekindergarten Teachers [District] 2009-10,Kindergarten Teachers [District] 2009-10,Elementary Teachers [District] 2009-10,Secondary Teachers [District] 2009-10,Ungraded Teachers [District] 2009-10,Total Staff [District] 2009-10,Instructional Aides [District] 2009-10,Instructional Coordinators [District] 2009-10,Elementary Guidance Counselors [District] 2009-10,Secondary Guidance Counselors [District] 2009-10,Total Guidance Counselors [District] 2009-10,Librarians/Media Specialists [District] 2009-10,Library Media Support Staff [District] 2009-10,LEA Administrators [District] 2009-10,LEA Administrative Support Staff [District] 2009-10,School Administrators [District] 2009-10,School Administrative Support Staff [District] 2009-10,Student Support Services Staff [District] 2009-10,Other Support Services Staff [District] 2009-10
AUSABLE VALLEY CENTRAL SCHOOL DISTRICT,New York,3616170,125.50,121.50,10.40,10.80,0,6.30,50.90,52.50,15.80,272.70,29.00,0,–,–,4.60,1.00,3.50,1.00,12.00,3.00,6.60,4.00,82.50
AUSTIN AREA SD,Pennsylvania,4202700,23.00,22.20,10.80,11.10,1.00,1.00,10.00,11.00,0,28.00,–,0,0,1.00,1.00,1.00,0,2.00,–,0,–,1.00,–
AUSTIN CAN ACADEMY CHARTER SCHOOL,Texas,4800242,18.00,18.00,15.10,15.10,0,0,0,18.00,0,89.00,1.00,0,0,0,0,0,0,25.00,21.00,3.00,7.00,8.00,6.00
AUSTIN DISCOVERY SCHOOL,Texas,4800265,21.50,21.50,9.90,9.90,0,4.30,13.80,0,3.40,27.60,1.00,0,–,0,="0.30",0,0,1.00,="0.50",1.00,="0.70",1.60,0
AUSTIN ISD,Texas,4808940,5714.10,5689.50,14.40,14.40,299.10,432.50,2420.50,1986.00,576.00,10832.70,783.90,51.10,–,–,160.90,106.00,51.50,41.80,393.00,431.00,411.10,239.60,2448.70
AUSTIN PUBLIC SCHOOL DISTRICT,Minnesota,2703450,245.20,242.40,17.50,17.70,8.90,20.00,84.40,126.50,5.40,545.40,89.60,8.80,0,4.50,4.50,2.30,3.70,10.00,11.00,10.30,24.40,74.10,61.50
AUSTINTOWN LOCAL,Ohio,3904829,298.60,279.30,16.90,18.00,0,8.00,136.90,135.90,17.80,561.00,13.70,–,6.00,6.00,12.00,2.00,7.70,2.50,18.00,13.00,29.00,40.60,123.90
AUSTWELL-TIVOLI ISD,Texas,4809000,19.90,20.90,8.10,7.70,0,1.00,6.40,9.00,3.50,36.20,2.00,0,0,–,1.00,0,="0.50",1.00,2.10,1.50,1.80,0,6.40
AUTAUGA COUNTY,Alabama,="0100240",638.40,560.00,15.10,†,4.50,50.70,335.70,247.50,†,1134.20,–,–,–,–,19.50,13.00,10.00,4.00,–,32.50,71.80,34.30,310.70
AUTISM MODEL SCHOOL,Ohio,3900022,13.00,13.00,6.20,6.30,0,0,0,0,13.00,51.00,34.00,0,0,0,0,0,0,0,4.00,0,0,0,0
AUTRAIN-ONOTA PUBLIC SCHOOLS,Michigan,2603660,4.30,4.30,7.90,7.90,="0.30",="0.70",3.00,0,="0.30",11.80,2.80,0,–,–,–,0,0,1.50,0,0,0,1.00,2.20
AUTRY TECHNOLOGY CENTER,Oklahoma,4000061,–,†,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
AVA R-I,Missouri,2904050,111.90,109.20,13.40,13.70,3.70,5.00,29.90,73.30,0,187.60,15.90,1.50,2.70,1.30,4.00,3.30,0,2.50,9.00,4.50,–,33.00,2.00
AVALON ELEMENTARY SCHOOL,New Jersey,3401110,15.00,14.00,5.80,6.20,0,0,4.90,8.30,1.80,18.00,0,="0.50",–,–,="0.20",1.00,0,="0.50",–,0,–,="0.80",–
AVALON ISD,Texas,4809030,18.30,18.30,13.30,13.30,="0.70",="0.80",7.40,7.20,2.20,36.90,5.00,0,0,–,="0.80",="0.50",0,1.50,1.00,3.90,="0.90",1.00,4.00
AVALON SCHOOL,Minnesota,2700187,12.70,12.70,12.80,12.80,0,0,0,12.70,0,19.90,4.20,0,0,0,0,0,0,2.00,0,0,1.00,0,0
AVANT,Oklahoma,4003450,8.70,8.70,13.10,13.10,="0.50",="0.50",6.70,0,1.00,19.70,2.00,0,0,0,0,="0.30",1.00,1.00,0,0,2.00,0,4.70
AVELLA AREA SD,Pennsylvania,4202760,59.00,59.00,12.10,11.90,0,3.00,22.00,24.00,10.00,68.00,–,0,1.00,1.00,2.00,2.00,0,1.00,–,1.00,–,3.00,–
AVENUE CITY R-IX,Missouri,2904080,13.40,12.40,10.20,11.00,0,1.00,12.40,0,0,20.50,1.70,0,="0.40",0,="0.40",="0.60",0,="0.40",1.60,1.00,–,1.40,0
AVERILL PARK CENTRAL SCHOOL DISTRICT,New York,3600016,269.60,263.90,12.80,13.10,0,15.90,105.90,98.40,49.40,592.90,72.00,0,–,–,8.20,5.00,7.00,3.00,33.00,9.00,1.00,17.10,168.00
AVERILL SCHOOL DISTRICT,Vermont,5000015,–,†,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
AVERY COUNTY SCHOOLS,North Carolina,3700300,210.00,†,11.50,†,6.00,14.00,93.90,95.00,1.10,426.20,66.50,8.80,2.50,2.00,6.10,5.50,–,13.00,2.00,13.00,21.30,13.00,67.00
AVERY ISD,Texas,4809060,35.80,35.90,11.90,11.90,1.00,2.00,13.90,16.30,2.60,70.00,9.00,0,–,–,="0.70",1.00,0,2.00,0,2.50,3.00,2.00,14.00
AVERY SCHOOL DISTRICT,Idaho,1600150,2.70,2.70,5.90,5.90,0,="0.50",1.10,1.10,†,6.80,="0.40",0,0,0,0,0,0,="0.50",="0.80",0,0,="0.10",2.30
AVERYS GORE SCHOOL DISTRICT,Vermont,5000016,–,†,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
AVILLA R-XIII,Missouri,2904110,14.00,13.10,11.70,12.50,1.00,1.00,12.00,0,0,27.40,5.00,="0.10",0,="0.50",="0.50",="0.80",0,0,2.00,1.00,–,4.00,0
AVINGER ISD,Texas,4809090,18.80,18.80,7.40,7.40,0,1.10,6.20,10.00,1.50,34.00,4.00,0,0,–,1.20,0,0,1.00,1.00,1.00,1.00,0,6.00
AVISTON SD 21,Illinois,1704740,22.00,22.00,16.90,16.90,0,1.00,16.00,5.00,0,25.00,–,0,0,0,0,0,–,0,0,0,–,0,3.00
AVOCA CENTRAL SCHOOL DISTRICT,New York,3603630,54.30,52.70,10.80,11.10,0,3.10,24.30,19.60,7.30,105.30,12.50,="0.20",0,–,1.00,1.00,1.00,1.20,6.00,2.00,="0.70",2.00,23.40
AVOCA SD 37,Illinois,1704800,65.70,66.00,10.30,10.20,0,4.10,35.70,25.90,0,83.50,–,0,0,0,0,2.00,–,0,0,2.00,–,4.80,9.00
AVON,Massachusetts,2502250,56.80,57.00,13.40,13.40,–,0,29.00,27.80,0,94.20,9.70,1.00,="0.60",1.10,1.70,1.00,–,1.00,9.00,3.00,5.00,6.00,0
AVON CENTRAL SCHOOL DISTRICT,New York,3603660,90.40,73.60,11.40,14.00,0,5.40,43.10,31.50,10.40,182.30,20.00,1.00,0,–,2.00,1.00,3.00,3.00,10.00,3.00,2.40,8.00,38.50
AVON COMMUNITY SCHOOL CORP,Indiana,1800270,388.00,†,20.10,†,4.00,16.00,203.00,165.00,0,951.00,136.00,10.00,7.00,9.00,16.00,9.00,10.00,4.00,1.00,18.00,61.00,5.00,293.00
AVON CUSD 176,Illinois,1704830,28.00,28.00,9.50,9.50,1.00,1.00,10.00,16.00,0,36.50,–,0,0,–,–,0,–,0,0,2.00,–,="0.50",6.00
AVON ELEM,Montana,3002550,4.00,4.00,10.50,10.50,–,–,4.00,0,†,5.90,1.80,0,="0.10",0,="0.10",0,–,0,–,0,0,0,–
AVON GROVE CS,Pennsylvania,4200101,84.00,83.50,12.60,12.70,0,4.00,36.00,33.00,11.00,98.00,–,1.00,0,0,0,1.00,–,4.00,–,–,–,8.00,–
AVON GROVE SD,Pennsylvania,4202790,294.00,293.70,18.40,18.30,0,6.00,111.00,134.00,43.00,358.00,–,2.00,7.00,7.00,14.00,4.00,–,2.00,–,11.00,–,31.00,–
AVON LAKE CITY,Ohio,3904812,195.50,214.40,18.20,16.60,3.00,8.50,81.30,91.20,11.50,433.50,21.10,20.50,5.10,4.00,9.10,2.00,8.80,3.00,12.80,10.00,15.80,32.90,102.00
AVON LOCAL,Ohio,3904811,159.10,160.90,19.70,19.20,0,10.00,83.50,62.90,2.70,370.20,37.00,–,0,0,4.10,1.00,6.50,3.00,7.70,7.00,11.00,22.00,111.80
AVON SCHOOL DISTRICT,Connecticut,="0900120",216.60,216.60,16.20,16.20,2.00,8.00,138.60,61.50,6.50,437.90,7.00,11.80,4.00,6.00,10.00,5.00,="0.50",4.00,19.50,11.00,9.00,63.50,80.00
AVON SCHOOL DISTRICT 04-1,South Dakota,4604270,18.50,18.40,14.30,14.40,0,1.00,9.20,7.40,="0.90",20.10,–,0,–,–,–,0,–,="0.50",–,1.10,–,0,–
AVON-BY-THE-SEA,New Jersey,3401140,14.30,12.00,9.80,11.70,0,1.00,8.00,4.30,1.00,17.30,–,0,–,–,–,–,0,2.00,–,0,–,1.00,–
AVONDALE ELEMENTARY DISTRICT,Arizona,="0400960",322.80,322.80,18.90,18.90,0,27.00,295.80,0,†,611.40,120.30,1.00,8.50,0,8.50,6.00,6.00,3.00,5.00,13.00,29.00,50.10,46.70
AVONDALE LEARNING DBA PRECISION ACADEMY,Arizona,="0400394",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVONDALE SCHOOL DISTRICT,Michigan,2603690,240.80,234.00,16.30,16.80,5.00,8.50,83.60,96.20,47.50,494.90,49.20,4.00,–,–,9.10,2.00,3.50,5.00,3.00,11.00,24.00,48.00,95.30
AVONWORTH SD,Pennsylvania,4202820,83.00,81.10,16.40,16.70,0,7.00,37.00,39.00,0,102.00,–,2.00,1.00,3.00,4.00,2.00,–,3.00,0,3.00,–,5.00,–
AVOYELLES PARISH,Louisiana,2200150,348.80,342.80,18.00,18.30,2.00,22.00,219.30,105.50,†,714.70,57.00,11.00,="0.20",3.80,4.00,3.50,0,2.00,14.00,24.00,40.40,24.00,186.00
AVOYELLES PUBLIC CHARTER SCHOOL,Louisiana,2200035,24.30,24.30,25.90,25.90,0,2.00,18.40,3.90,†,49.20,12.00,1.00,1.70,="0.30",2.00,0,0,1.00,2.00,0,2.00,0,4.90
AXTELL,Kansas,2003660,31.00,32.60,10.40,9.80,="0.50",2.00,10.80,17.70,0,41.10,1.50,0,0,="0.70",="0.70",0,1.70,="0.60",–,2.40,3.20,0,–
AXTELL COMMUNITY SCHOOLS,Nebraska,3103420,21.20,22.40,14.50,13.70,–,–,11.10,10.10,0,41.00,5.50,0,0,="0.60",="0.60",="0.90",="0.80",="0.50",2.00,1.00,–,0,8.50
AXTELL ISD,Texas,4809150,72.80,†,10.70,†,2.10,3.10,21.30,33.70,12.60,143.10,29.90,="0.90",–,–,2.00,2.00,0,1.00,2.40,4.30,4.50,4.00,19.30
AYER,Massachusetts,2502280,101.10,101.00,12.60,12.60,–,7.50,50.80,26.80,16.00,181.90,25.00,1.00,3.50,2.00,5.50,2.00,–,2.40,7.00,6.00,7.00,4.90,20.00
AYERS ELEM,Montana,3002570,1.00,1.00,15.00,15.00,–,–,1.00,0,†,1.50,="0.50",0,0,0,0,0,–,0,–,0,0,0,–
AYERSVILLE LOCAL,Ohio,3904670,55.90,61.40,15.80,14.40,0,2.00,22.60,28.10,3.20,104.00,="0.70",0,="0.40",1.10,2.50,1.10,1.50,2.00,3.80,3.00,5.80,1.00,26.70
AZ DEPT OF JUVENILE CORRECTIONS,Arizona,="0409734",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZ-TEC HIGH SCHOOL,Arizona,="0400094",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZLE ISD,Texas,4809200,387.00,387.90,15.10,15.00,3.20,23.00,162.50,154.30,44.00,796.20,112.50,2.00,–,–,12.80,4.00,0,3.00,16.40,21.00,30.30,24.60,182.60
AZLEWAY CHARTER SCHOOL,Texas,4800229,11.00,11.10,7.90,7.80,0,0,2.20,7.90,="0.90",32.90,12.90,0,0,–,–,0,0,1.50,0,2.50,0,5.00,0
AZTEC MUNICIPAL SCHOOLS,New Mexico,3500150,224.50,221.50,14.20,14.40,0,17.00,139.00,68.50,†,437.50,41.50,3.50,5.00,2.40,7.40,4.00,4.00,8.50,13.00,11.00,15.00,29.50,75.60
AZUSA UNIFIED,California,="0603600",542.20,523.80,20.90,21.60,–,47.00,324.30,135.40,35.50,1046.50,136.50,8.00,2.00,6.80,8.80,0,–,4.00,51.50,26.00,84.00,–,185.50
B & B,Kansas,2003690,22.10,21.90,9.80,9.80,0,="0.50",7.10,14.50,0,31.20,1.70,0,0,="0.50",="0.50",0,1.70,1.00,–,2.00,1.00,1.20,–
B. BANNEKER ACADEMY,Missouri,2900011,13.00,9.30,11.50,16.00,0,0,13.00,0,0,23.00,4.00,0,–,–,–,0,0,0,4.00,2.00,–,0,0
BABOQUIVARI UNIFIED SCHOOL DISTRICT #40,Arizona,="0403950",76.00,76.00,14.30,14.30,0,5.00,43.70,27.30,†,248.60,42.00,0,1.00,2.00,3.00,2.00,26.00,4.00,6.00,6.00,15.00,22.00,46.60
BABYLON UNION FREE SCHOOL DISTRICT,New York,3603720,162.80,143.10,11.60,13.20,0,11.70,72.20,62.40,16.50,292.20,27.10,1.00,–,–,6.00,2.00,1.00,2.00,26.00,5.00,3.70,8.60,47.00
BACK-TO-BASICS SCHOOL,Arizona,="0400629",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACON COUNTY,Georgia,1300150,131.20,131.30,14.10,14.10,4.50,8.70,63.50,54.50,†,289.30,37.00,0,2.00,2.00,4.00,3.00,3.00,6.00,3.80,6.70,12.10,10.00,72.50
BAD AXE PUBLIC SCHOOLS,Michigan,2600017,72.60,72.60,17.40,17.40,0,5.00,25.40,34.20,8.00,144.00,11.30,1.00,–,–,3.00,2.00,–,4.80,0,4.00,11.00,2.70,31.60
BADGER PUBLIC SCHOOL DISTRICT,Minnesota,2703540,20.90,20.30,11.30,11.60,="0.20",="0.70",9.00,10.60,="0.40",37.10,4.70,0,0,0,0,0,0,2.00,1.00,1.00,0,2.70,4.80
BADGETT REGIONAL COOPERATIVE FOR EDUCATIONAL ENHANCEMENT,Kentucky,2100097,0,†,†,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAGDAD UNIFIED DISTRICT,Arizona,="0401000",21.00,21.00,17.30,17.30,1.00,1.00,12.00,7.00,†,52.30,11.30,0,="0.70",="0.30",1.00,1.00,0,1.00,0,2.00,4.00,5.00,6.00
BAGLEY PUBLIC SCHOOL DISTRICT,Minnesota,2703570,72.20,72.10,14.50,14.60,1.50,4.00,33.90,32.50,="0.30",144.30,19.60,0,0,1.00,1.00,1.00,="0.90",2.00,3.00,4.00,4.60,10.10,25.90
BAILEYVILLE PUBLIC SCHOOLS,Maine,2302730,36.20,36.20,11.70,11.70,–,–,17.30,10.90,8.00,78.80,7.00,–,–,–,2.00,1.00,1.00,2.00,3.00,3.00,4.00,3.80,15.80
BAINBRIDGE ISLAND SCHOOL DISTRICT,Washington,5300330,208.90,208.20,20.50,20.40,0,7.50,83.30,95.80,22.30,397.80,35.70,1.90,4.80,5.10,9.90,6.00,2.70,3.00,5.00,10.60,14.60,16.50,83.00
BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT,New York,3603810,89.70,83.90,11.10,11.90,1.00,5.40,36.80,37.10,9.40,186.10,26.70,0,–,–,3.00,1.00,0,2.00,7.00,4.00,2.00,3.00,47.70
BAINVILLE K-12 SCHOOLS,Montana,3002640,14.10,14.10,5.50,5.50,–,–,8.60,5.50,†,17.90,2.00,="0.10",="0.30",="0.10",="0.40",="0.30",–,="0.50",–,="0.50",0,0,–
BAIRD ISD,Texas,4809280,42.10,42.10,8.40,8.40,1.00,2.10,14.40,22.20,2.40,72.00,8.00,0,–,–,2.00,0,0,1.00,1.00,3.90,1.00,1.00,12.00
BAKER,Florida,1200060,291.00,291.00,17.10,17.70,7.00,25.00,107.00,126.00,26.00,588.00,47.00,2.00,4.00,4.00,10.00,6.00,6.00,8.00,37.00,15.00,15.00,25.00,126.00
BAKER CHARTER HIGH,North Carolina,3700044,–,†,–,†,0,0,0,0,–,0,0,0,0,0,0,0,–,0,0,0,0,0,0
BAKER COUNTY,Georgia,1300180,35.00,35.00,12.80,12.80,0,3.00,21.00,11.00,†,82.50,13.50,0,0,0,0,="0.50",0,1.00,1.00,2.50,3.00,1.00,25.00
BAKER K-12 SCHOOLS,Montana,3002730,36.60,36.50,10.20,10.20,–,–,22.60,14.00,†,49.00,3.70,0,="0.60",="0.40",1.00,1.10,–,1.30,–,2.00,0,3.30,–
BAKER SD 5J,Oregon,4101710,90.10,100.70,22.30,19.80,0,3.00,58.60,28.50,0,184.70,13.00,2.70,4.00,1.50,5.50,1.00,4.00,1.00,7.50,6.30,8.30,2.00,43.30
BAKER VALLEY UNIFIED,California,="0603610",14.00,14.00,2.40,2.40,–,1.00,8.80,4.20,0,29.50,4.50,0,0,0,0,0,–,1.00,4.00,–,0,0,6.00
BAKERSFIELD CITY,California,="0603630",1362.00,1310.00,20.10,20.90,–,154.00,1205.00,0,3.00,2522.40,304.50,15.00,25.50,0,25.50,4.40,–,10.00,111.50,72.00,125.00,–,492.50
BAKERSFIELD R-IV,Missouri,2904140,33.70,27.60,11.90,14.50,2.00,3.20,11.10,17.40,0,66.10,7.00,="0.60",="0.40",="0.60",1.00,="0.90",0,1.50,3.00,1.40,–,12.00,5.00
BAKERSFIELD SCHOOL DISTRICT,Vermont,5001890,14.00,14.00,11.40,11.40,0,1.00,7.30,3.70,2.00,29.50,7.00,0,1.00,0,1.00,="0.50",0,0,0,1.00,1.00,1.00,4.00
BAKKER 10,North Dakota,3802240,1.00,1.00,4.00,4.00,0,0,1.00,0,†,3.00,="0.10",0,0,0,0,0,0,="0.60",0,="0.10",0,0,1.20
BALATON PUBLIC SCHOOL DISTRICT,Minnesota,2703600,7.40,7.50,11.90,11.70,0,1.00,4.70,1.40,="0.30",14.00,="0.90",0,0,0,0,0,0,0,0,="0.90",="0.90",1.80,2.10
BALD EAGLE AREA SD,Pennsylvania,4202910,141.00,141.10,14.00,14.00,0,10.00,59.00,55.00,17.00,167.00,–,2.00,3.00,3.00,6.00,2.00,–,3.00,–,4.00,–,9.00,–
BALD KNOB SCHOOL DISTRICT,Arkansas,="0502700",125.00,122.00,10.60,10.80,0,10.00,41.00,62.00,12.00,272.00,28.00,13.00,2.00,3.00,5.00,3.00,0,4.00,8.00,6.00,–,24.00,56.00
BALDWIN 29,North Dakota,3802320,2.00,2.00,9.50,9.50,0,="0.40",1.60,0,†,4.30,1.00,0,0,0,0,0,0,="0.50",0,="0.30",0,0,="0.50"
BALDWIN CITY,Kansas,2003720,91.40,117.00,15.70,11.60,1.50,2.00,35.00,52.90,0,124.70,3.00,0,0,1.00,1.00,4.00,0,1.00,1.00,8.00,12.00,3.30,–
BALDWIN COMMUNITY SCHOOLS,Michigan,2603810,45.40,45.30,13.90,13.90,="0.50",3.00,16.70,18.20,7.00,84.10,4.10,1.00,–,–,1.00,1.00,–,1.00,0,3.00,7.10,4.20,16.30
BALDWIN COUNTY,Alabama,="0100270",2161.60,1738.80,12.20,14.90,29.00,217.50,1065.80,849.30,†,3925.30,–,–,–,–,73.70,47.50,30.70,2.00,129.50,116.00,174.20,113.90,1076.20
BALDWIN COUNTY,Georgia,1300210,469.70,434.30,12.60,13.60,34.00,30.00,256.80,148.90,†,870.40,108.00,2.00,4.00,10.50,14.50,7.00,6.00,7.00,9.00,26.30,36.00,17.60,167.30
BALDWIN PARK UNIFIED,California,="0603690",846.70,843.20,23.40,23.50,–,59.00,432.30,304.10,51.30,1485.20,85.00,7.00,2.00,6.00,8.00,0,–,4.00,34.00,29.50,79.00,–,392.00
BALDWIN UNION FREE SCHOOL DISTRICT,New York,3603840,435.70,408.00,12.30,13.10,0,25.20,192.80,167.70,50.00,865.80,81.00,2.00,0,–,9.50,3.00,1.00,3.00,74.50,18.00,8.60,26.00,203.50
BALDWIN-WHITEHALL SD,Pennsylvania,4202970,265.00,262.20,15.80,15.90,0,10.00,94.00,124.00,37.00,326.00,–,4.00,0,8.00,8.00,4.00,–,4.00,–,12.00,–,29.00,–
BALDWIN-WOODVILLE AREA SCHOOL DISTRICT,Wisconsin,5500720,94.90,94.90,15.90,15.90,1.00,7.00,43.70,43.20,0,184.10,17.40,3.10,2.00,1.00,3.00,3.60,1.60,2.00,4.00,3.00,7.90,7.40,36.20
BALDWINSVILLE CENTRAL SCHOOL DISTRICT,New York,3603870,408.70,397.20,14.70,15.10,="0.40",18.00,170.30,164.30,55.70,834.30,157.50,5.50,0,–,12.00,8.00,0,4.00,49.00,15.00,10.70,19.50,144.40
BALDWYN SCHOOL DISTRICT,Mississippi,2800540,72.20,72.20,13.00,13.00,0,4.00,28.10,30.80,9.30,138.60,13.60,="0.80",="0.90",="0.50",1.40,2.90,0,4.90,4.00,4.10,3.00,7.70,24.00
BALDY VIEW ROP,California,="0600131",–,0,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
BALKO,Oklahoma,4003510,15.10,7.90,8.70,16.60,0,="0.60",5.30,8.90,="0.30",29.20,2.30,0,0,="0.50",="0.50",="0.20",="0.60",1.00,1.70,1.00,0,0,6.80
BALL CHARTER SCHOOLS (DOBSON),Arizona,="0400184",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALL CHARTER SCHOOLS (HEARN),Arizona,="0400100",0,†,†,†,0,0,0,0,†,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALL CHATHAM CUSD 5,Illinois,1704920,291.90,293.00,14.40,14.40,4.00,19.00,102.60,166.30,0,323.40,–,1.00,="0.50",4.00,4.50,4.00,–,0,11.00,6.00,–,1.00,4.00
BALLARD COMM SCHOOL DISTRICT,Iowa,1904200,92.10,92.00,15.90,15.90,1.00,7.30,40.80,43.00,†,138.60,12.50,1.00,2.00,1.00,3.00,0,2.00,1.00,2.00,4.50,8.00,0,12.50
BALLARD COUNTY,Kentucky,2100210,97.60,76.00,14.00,17.90,4.00,0,38.20,19.40,36.00,230.40,30.90,1.80,–,–,2.00,2.00,0,4.00,3.10,7.50,15.30,5.30,60.90
BALLARD ELEMENTARY,California,="0603720",6.50,6.50,17.20,17.20,–,1.00,5.50,0,0,13.00,3.50,0,0,0,0,0,–,0,0,1.00,1.00,0,1.00
BALLARD R-II,Missouri,2904170,18.10,15.00,7.50,9.00,0,1.00,8.40,8.70,0,29.70,1.10,0,="0.30",="0.30",="0.60",="0.90",0,1.00,2.00,1.00,–,5.00,0
BALLICO-CRESSEY ELEMENTARY,California,="0603750",18.10,16.40,17.80,19.70,–,2.00,16.10,0,0,44.90,5.00,0,0,0,0,="0.30",–,0,2.50,1.00,3.50,0,14.50
BALLINGER ISD,Texas,4809300,85.30,†,11.80,†,2.00,4.30,30.50,40.10,8.40,161.90,27.00,1.80,–,–,4.00,1.00,0,3.00,5.00,4.00,4.50,4.20,22.10
BALLSTON SPA CENTRAL SCHOOL DISTRICT,New York,3603930,334.70,316.40,13.20,14.00,0,13.40,150.80,120.70,49.80,669.00,100.50,2.90,0,–,8.60,5.60,0,6.30,45.00,13.00,8.60,17.00,126.80
BALMORHEA ISD,Texas,4809330,18.50,18.40,8.30,8.30,="0.60",="0.50",6.60,10.40,="0.40",37.00,2.90,0,0,–,="0.90",0,1.00,2.00,1.70,1.00,1.00,0,8.00
BALSZ ELEMENTARY DISTRICT,Arizona,="0401050",192.80,192.80,18.10,18.10,1.00,19.00,172.80,0,†,312.50,42.60,0,3.80,0,3.80,2.50,4.10,1.00,3.00,10.50,8.90,22.50,20.80
BALTIC SCHOOL DISTRICT 49-1,South Dakota,4604680,28.60,28.60,14.70,14.70,1.00,2.00,16.80,8.50,="0.30",34.70,–,1.00,="0.90",="0.60",1.50,1.00,–,="0.70",–,1.30,–,="0.60",–
BALTIMORE CITY PUBLIC SCHOOLS,Maryland,2400090,5928.00,5832.00,14.30,14.50,131.00,316.00,2921.00,2560.00,†,11539.80,985.50,349.00,44.60,125.60,170.20,101.00,0,375.50,181.00,542.00,845.30,655.30,1407.00
BALTIMORE COUNTY PUBLIC SCHOOLS,Maryland,2400120,7419.70,7269.50,14.30,14.60,89.10,304.00,3741.60,3285.00,†,14141.50,973.90,74.80,144.60,151.00,295.60,165.90,15.90,341.60,247.40,433.10,524.60,660.50,2988.50
BALTIMORE SCHOOL DISTRICT,Vermont,5001920,–,†,†,†,–,–,–,–,–,0,–,–,–,–,–,–,–,–,–,–,–,–,–
BAMBERG 01,South Carolina,4500930,121.20,164.00,13.60,10.10,2.00,6.00,68.70,36.50,8.00,172.00,23.50,–,2.90,2.00,4.90,4.00,1.00,5.00,–,8.40,–,2.00,2.00
BAMBERG 02,South Carolina,4500960,78.00,111.00,12.10,8.50,3.00,3.00,39.00,24.00,9.00,117.50,15.00,–,2.00,1.00,3.00,3.00,0,4.00,–,9.50,–,1.00,4.00
BANCROFT PUBLIC SCHOOLS,Maine,2302790,0,†,–,†,0,0,0,0,0,1.40,0,0,0,0,0,0,0,="0.30",="0.80",0,0,="0.30",0
BANCROFT-ROSALIE COMM SCHOOLS,Nebraska,3103440,23.70,23.30,13.80,14.00,–,–,10.70,13.00,0,47.20,7.00,1.00,="0.10",="0.40",="0.50",="0.50",1.00,="0.50",2.00,1.50,–,0,9.50
BANDERA ISD,Texas,4809360,184.90,185.00,13.70,13.70,3.30,9.30,70.30,77.90,24.10,364.90,33.80,2.80,–,–,6.00,4.00,8.00,3.00,5.00,9.00,9.00,10.20,89.20
BANDON SD 54,Oregon,4101800,40.70,45.10,18.90,17.10,0,2.00,23.50,14.70,="0.50",85.90,8.90,="0.30",–,–,–,–,3.00,2.00,2.00,3.40,7.00,2.00,16.60
BANGOR AREA SD,Pennsylvania,4203000,242.00,241.00,15.10,15.00,1.00,6.00,84.00,110.00,41.00,283.00,–,4.00,3.00,5.00,8.00,4.00,–,4.00,–,9.00,–,12.00,–
BANGOR PUBLIC SCHOOLS,Maine,2302820,336.10,336.40,11.90,11.90,–,–,225.50,109.60,1.00,628.50,109.40,1.00,–,–,13.40,4.00,9.00,6.00,13.70,15.80,25.90,22.30,71.90
BANGOR PUBLIC SCHOOLS (VAN BUREN),Michigan,2603870,83.50,83.50,17.60,17.80,0,6.00,28.00,40.50,9.00,192.60,20.80,8.00,–,–,4.00,2.00,3.90,5.00,1.00,5.00,14.90,3.00,41.50
BANGOR SCHOOL DISTRICT,Wisconsin,5500780,49.10,49.10,12.50,12.50,0,2.00,16.60,30.50,0,86.70,5.90,0,="0.60",1.10,1.70,1.10,1.20,1.00,3.00,2.00,2.40,4.50,14.80
BANGOR TOWNSHIP S/D #8,Michigan,2603960,2.00,2.00,11.00,11.00,0,0,2.00,0,0,2.00,0,0,–,–,–,0,0,0,0,0,0,0,0
BANGOR TOWNSHIP SCHOOLS,Michigan,2603900,126.50,126.30,20.60,20.70,2.00,8.00,42.00,59.50,15.00,278.20,27.50,1.00,–,–,4.00,1.00,–,4.30,1.00,9.00,13.00,5.00,85.90
